x,y,z
-7.732051849365234375e+01,7.093167114257812500e+01,2.377401106059551239e-02
-7.732051849365234375e+01,7.103201293945312500e+01,1.753568090498447418e-02
-7.732051849365234375e+01,7.113236236572265625e+01,1.224019750952720642e-02
-7.732051849365234375e+01,7.123271179199218750e+01,7.890929467976093292e-03
-7.732051849365234375e+01,7.133305358886718750e+01,4.490642808377742767e-03
-7.732051849365234375e+01,7.143340301513671875e+01,2.041499363258481026e-03
-7.732051849365234375e+01,7.153374481201171875e+01,5.450575845316052437e-04
-7.732051849365234375e+01,7.163409423828125000e+01,2.268846856168238446e-06
-7.732051849365234375e+01,7.173443603515625000e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.183478546142578125e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.193513488769531250e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.203547668457031250e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.213582611083984375e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.223616790771484375e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.233651733398437500e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.243685913085937500e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.253720855712890625e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.263755798339843750e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.273789978027343750e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.283824157714843750e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.293859100341796875e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.303894042968750000e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.313928222656250000e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.323963165283203125e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.333997344970703125e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.344032287597656250e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.354066467285156250e+01,0.000000000000000000e+00
-7.732051849365234375e+01,7.364101409912109375e+01,0.000000000000000000e+00
-6.549039459228515625e+01,8.047114562988281250e+01,0.000000000000000000e+00
-6.540349578857421875e+01,8.042097473144531250e+01,0.000000000000000000e+00
-6.531658935546875000e+01,8.037079620361328125e+01,0.000000000000000000e+00
-6.522969055175781250e+01,8.032062530517578125e+01,0.000000000000000000e+00
-6.514278411865234375e+01,8.027045440673828125e+01,0.000000000000000000e+00
-6.505588531494140625e+01,8.022028350830078125e+01,0.000000000000000000e+00
-6.496897888183593750e+01,8.017010498046875000e+01,0.000000000000000000e+00
